publicationNumber,applicationDate,publicationDate,priorityCountryRegion,supplementaryPriorityCountryRegion,numberOfInventors,IPC,numberOfClaims,numberOfPagesOfDocuments,numberOfCitedPatents,numberOfPatentsCitedBy,numberOfNonPatentLiteratureCitations,patsnapFamilyPatentApplicationNumber,patSnapFamilyCitedPatentTotal,numberOfCitationsWithin3Years,numberOfCitationsWithin5Years,inpadocFamilyPatentApplicationNumber,simpleFamilyCitedPatentTotal,currentNumberOfApplicantsPatentees,simpleFamilyPatentApplicationNumber,legalStatusEvent,patentType
US20230051667A1,2022/7/11,2023/2/16,US | US,US | US,12,C12N15/52 | C12N9/04 | C12N9/10 | C12N9/12 | C12N9/88 | C12N15/70 | C12P7/16 | C12P7/24,183,96,0,0,0,10,7,0,0,8,7,1,8,实质审查,发明申请
US11597889B2,2020/12/11,2023/3/7,US,US,7,C10L10/10 | C07C407/00 | C10L1/04 | C07C2/86 | C07C29/48 | C10G29/20 | C10G50/00,16,11,17,0,0,2,0,0,0,1,0,1,1,授权,授权发明
US11603415B2,2015/1/9,2023/3/14,JP,JP,3,C08B3/06 | C08B15/04 | C08L1/26 | C08B11/12 | C08L1/02 | B05D3/00,3,10,16,0,10,8,178,0,0,8,178,1,8,授权,授权发明
US11609355B2,2019/10/2,2023/3/21,US,US,3,G01V99/00 | G06F30/17 | G06F30/23 | G06F111/10,28,47,32,0,44,2,3,0,0,1,3,1,1,授权,授权发明
US11623903B2,2021/3/10,2023/4/11,US,US,8,C07C5/333 | B01J23/42 | B01J21/06 | B01J37/08 | B01J37/02 | B01J37/18 | B01J37/12 | B01J35/10 | B01J35/02 | B01J35/00 | B01J21/04 | B01J33/00 | B01J23/70,14,40,21,0,27,3,0,0,0,2,0,1,2,授权 | 许可,授权发明
US20230129749A1,2021/12/21,2023/4/27,US,US,2,G06F21/44 | G06F9/54 | G06F21/64 | G06F3/14,20,9,5,0,0,3,1,0,0,3,1,1,3,实质审查,发明申请
US20230149908A1,2021/2/19,2023/5/18,US,US,4,B01J23/89 | B01J23/75 | B01J23/86 | B01J23/825 | B01J21/08 | B01J21/04 | B01J35/00 | B01J35/10 | B01J35/02 | B01J37/02 | C07C5/48 | C07C5/333,93,22,0,0,0,6,0,0,0,6,0,2,6,实质审查,发明申请
US11655412B2,2022/5/20,2023/5/23,CN,CN,7,C09K8/68 | C07F5/02 | C09K8/70,10,16,8,0,0,2,4,0,0,2,4,2,2,授权,授权发明
US11680472B2,2022/5/18,2023/6/20,CN,CN,5,E21B43/26 | G01V99/00 | G01V1/42 | G01V1/28,20,18,79,2,7,64,207,0,0,62,63,1,3,授权,授权发明
US20230202950A1,2023/3/3,2023/6/29,US,US,8,C07C5/333 | B01J23/42 | B01J21/06 | B01J37/08 | B01J37/02 | B01J37/18 | B01J37/12 | B01J35/10 | B01J35/02 | B01J35/00 | B01J21/04 | B01J33/00 | B01J23/70,48,40,0,0,0,3,0,0,0,2,0,2,2,实质审查,发明申请
US20230203205A1,2023/2/8,2023/6/29,JP,JP,3,C08B3/06 | C08L1/26 | C08B11/12 | B05D3/00 | C08L1/02 | C08B15/04,12,9,0,0,0,8,178,0,0,8,178,1,8,实质审查,发明申请
US20230235646A1,2023/1/24,2023/7/27,US,US,6,E21B37/06 | E21B43/26,20,37,0,0,0,2,0,0,0,1,0,1,1,实质审查,发明申请
US11719843B2,2020/4/6,2023/8/8,US,US,1,G01V1/50 | G01V1/30 | G01V5/12 | G01V11/00,22,35,5,0,13,6,1,0,0,6,1,1,6,授权,授权发明
US20230302415A1,2021/8/16,2023/9/28,GB,GB,1,B01D69/14 | B01D67/00 | B01D71/34 | B01D71/82 | C02F1/44,8,26,0,0,0,5,9,0,0,5,9,1,5,实质审查,发明申请
US11773707B2,2021/8/5,2023/10/3,US,US,1,E21B43/263 | E21B43/267 | E21B43/26,24,25,15,0,0,2,0,0,0,1,0,1,1,授权,授权发明
US20230323761A1,2023/5/5,2023/10/12,CN,CN,5,G01V1/42 | G01V1/28 | E21B43/26 | G01V99/00,20,18,0,0,0,64,207,0,0,62,63,1,3,实质审查,发明申请
US11815496B2,2021/9/21,2023/11/14,CN,CN,4,G01N3/12 | G01N3/36 | G01N3/08,11,18,23,0,1,3,5,0,0,3,5,1,3,授权,授权发明
US20170159438A1,2015/4/19,2017/6/8,-,US,2,F01C1/12 | F01C21/08 | F02M26/41 | F02B53/10 | F02B53/12,10,21,13,0,0,3,2,0,0,3,2,2,3,授权,发明申请
US20150003185A1,2014/6/25,2015/1/1,US,US,1,B01F13/00,20,14,4,11,0,5,11,0,5,5,11,1,5,撤回-视为撤回,发明申请
US8937186B2,2013/7/25,2015/1/20,US,US,3,B01J12/00 | C07C7/12 | C07C2/78 | C07C7/148 | B01J19/10 | C07C7/13 | B01J19/26,12,12,190,0,117,3,5,0,0,2,5,1,2,授权,授权发明
US20170248109A1,2015/5/29,2017/8/31,JP,JP,2,F02M57/06 | F02P5/00 | H05H1/52 | F02P13/00 | F02P23/04,5,15,6,6,0,6,10,0,1,6,10,1,6,放弃-未指定类型,发明申请
US8733444B2,2013/5/13,2014/5/27,US | US,US | US,3,E21B43/26,25,38,153,16,50,36,489,1,8,36,172,1,13,授权,授权发明
US20130156681A1,2012/12/4,2013/6/20,US,US,3,C01B7/09 | C07C1/30,20,10,4,6,2,3,7,1,1,2,7,1,2,撤回-视为撤回 | 权利转移,发明申请
US20110180259A1,2008/8/21,2011/7/28,-,US,4,E21B43/267,38,14,44,42,0,10,99,12,36,10,99,1,10,授权,发明申请
US20150087029A1,2013/3/12,2015/3/26,US | US,US | US,7,C09K8/68 | C12N9/42,63,54,1,9,0,38,36,0,9,35,20,1,15,撤回-视为撤回,发明申请
US20170158952A1,2015/12/8,2017/6/8,-,US,3,C09K8/80 | C09K8/68 | C09K8/66 | E21B43/26 | E21B43/267,22,17,7,18,0,1,26,9,13,1,26,1,1,授权,发明申请
US20160040494A1,2014/3/21,2016/2/11,EP,EP,4,E21B29/00 | E21B17/00,17,11,19,3,2,4,6,3,3,4,6,1,4,撤回-视为撤回,发明申请
US20140096968A1,2013/12/13,2014/4/10,US | US,US | US,1,E21B43/26,20,49,1,1,0,36,489,1,1,36,172,1,13,授权,发明申请
US20150111265A1,2014/10/20,2015/4/23,US,US,6,C12P7/64,28,18,2,12,1,8,20,5,8,8,20,3,8,授权 | 质押 | 许可,发明申请
US20130245953A1,2013/3/14,2013/9/19,US,US,2,E21B49/00,20,14,8,12,0,11,21,2,5,11,21,1,11,撤回-视为撤回 | 权利转移,发明申请
US20140058156A1,2013/8/14,2014/2/27,US,US,3,C07C2/76 | C01C1/04,20,11,6,1,0,3,1,1,1,2,1,1,2,撤回-视为撤回,发明申请
US20150204178A1,2015/3/30,2015/7/23,WO,WO,4,E21B43/267 | C09K8/80,54,13,3,5,0,10,99,2,3,10,99,1,10,撤回-视为撤回,发明申请
US20140058155A1,2013/7/17,2014/2/27,US,US,3,B01J19/10,18,9,5,1,0,2,1,0,1,1,1,1,1,撤回-视为撤回,发明申请
US20140058161A1,2013/6/13,2014/2/27,US,US,3,B01J3/00,17,12,6,4,0,2,4,0,0,1,4,1,1,撤回-视为撤回,发明申请
US20150072397A1,2013/3/12,2015/3/12,US | US,US | US,3,C12N9/42 | C09K8/52 | C11D3/386,60,48,0,5,0,38,36,3,4,35,19,1,20,授权,发明申请
US20160046529A1,2015/3/20,2016/2/18,US | US | US | US,US | US | US | US,5,C04B35/515 | C08J5/00 | E21B10/46 | E21B15/00 | E21B17/00 | E21B17/01 | E21B33/06 | E21B33/12 | E21B43/10 | E21B43/12,52,76,12,21,0,134,408,3,9,127,21,1,1,撤回-视为撤回,发明申请
US20150321924A1,2013/12/3,2015/11/12,US,US,1,C02F1/22 | C02F1/52 | C02F1/04 | C02F1/44,20,32,4,17,0,12,23,9,13,12,23,1,12,授权,发明申请
US8360152B2,2009/11/27,2013/1/29,-,US,2,E21B43/267,16,8,19,21,5,3,165,1,5,3,151,1,2,未缴年费,授权发明
US20160053590A1,2014/3/21,2016/2/25,EP,EP,4,E21B43/10 | E21B33/13,14,11,20,0,2,4,6,0,0,4,6,1,4,撤回-视为撤回,发明申请
US8991494B2,2008/8/21,2015/3/31,-,US,4,E21B43/267 | C09K8/68 | C09K8/80 | C09K8/88 | E21B43/26,32,15,50,5,4,10,99,0,0,10,99,1,10,授权,授权发明
US9365765B2,2014/3/18,2016/6/14,US,US,2,E21B43/26 | E21B43/40 | C10G2/00 | C09K8/66 | C09K8/68 | C02F1/20 | C02F3/00,16,13,23,2,5,6,7,2,2,6,7,1,6,未缴年费,授权发明
US20160208591A1,2013/9/20,2016/7/21,-,US,2,E21B43/26 | C09K8/80 | C09K8/68 | E21B43/267 | C09K8/60,31,13,5,14,0,7,27,1,10,6,27,1,6,授权,发明申请
US3281349A,1963/7/25,1966/10/25,-,US,1,C10G1/08 | C10G1/00,3,5,4,14,0,1,14,3,4,1,14,1,1,期限届满,授权发明
US20140058167A1,2013/8/12,2014/2/27,US,US,3,B01J3/00,16,11,4,5,0,3,5,0,5,2,5,1,2,撤回-视为撤回,发明申请
US20140277745A1,2013/3/15,2014/9/18,-,US,2,G05D11/00,20,11,5,6,0,4,11,5,6,4,11,1,4,授权 | 质押 | 权利转移,发明申请
US20170138180A1,2015/11/17,2017/5/18,-,US,2,E21B47/12 | H04L29/08,20,20,3,11,0,2,19,7,11,2,19,1,2,授权 | 权利转移,发明申请
US20160176777A1,2015/12/11,2016/6/23,US,US,2,C07C2/12,6,13,2,4,1,2,4,4,4,1,4,1,1,授权,发明申请
US20150073183A1,2013/9/10,2015/3/12,-,US,1,C07C2/24 | B01J19/10,20,14,9,1,1,2,3,0,1,2,3,1,2,撤回-视为撤回,发明申请
US9803472B2,2015/11/17,2017/10/31,-,US,2,G06Q50/02 | G01V3/00 | E21B47/12 | H04L29/08 | G06F9/455,20,20,3,4,3,2,19,2,4,2,19,1,2,授权 | 权利转移,授权发明
US20100132949A1,2009/11/27,2010/6/3,-,US,2,E21B43/26 | E21B19/00,16,8,20,115,0,3,165,10,22,3,151,1,2,未缴年费,发明申请
US20170066957A1,2014/9/30,2017/3/9,-,US,4,C09K8/524 | C09K8/56 | C09K8/86 | C09K8/528 | C09K8/035 | C09K8/72,20,11,3,6,0,6,9,6,6,6,9,1,6,授权,发明申请
US20120152550A1,2012/2/23,2012/6/21,US | US | US,US | US | US,1,E21B43/26 | E21B34/06 | E21B43/16 | E21B34/00,22,37,3,46,0,36,489,21,25,36,172,1,13,撤回-视为撤回,发明申请
US20170328186A1,2017/5/10,2017/11/16,US,US,3,E21B43/12 | E21B33/12 | E21B17/20 | E21B33/03 | F04D13/10 | F04D1/06,16,34,4,3,0,10,10,3,3,10,10,1,10,授权 | 权利转移,发明申请
US20130240211A1,2013/5/13,2013/9/19,US | US,US | US,3,E21B43/26,25,37,0,10,0,36,489,3,7,36,172,1,13,授权,发明申请
US8960296B2,2013/12/13,2015/2/24,US | US,US | US,1,E21B43/26 | E21B43/30,19,51,166,2,54,36,489,1,2,36,172,1,13,授权,授权发明
US9477238B2,2013/3/15,2016/10/25,-,US,2,G05D11/00 | G05D11/13 | G05D21/02,19,11,21,2,1,4,11,2,2,4,11,1,4,授权 | 质押 | 权利转移,授权发明
US20110005190A1,2009/3/17,2011/1/13,US,US,4,F02C3/20 | F02B43/00 | C10L1/04 | C10L1/10,15,6,15,28,2,10,37,10,11,10,37,1,10,撤回-视为撤回,发明申请
US20170167245A1,2015/2/2,2017/6/15,US,US,10,E21B47/00 | G01N29/24 | E21B43/12 | E21B47/06 | E21B47/12,58,24,35,16,0,4,36,8,15,4,36,1,4,授权,发明申请
US8851179B2,2012/12/21,2014/10/7,-,US,2,E21B43/267 | B01F3/12 | E21B19/00 | E21B21/06 | E21B43/26,16,9,25,8,5,3,165,3,3,3,151,1,2,未缴年费 | 权利转移,授权发明
US20130112419A1,2012/12/21,2013/5/9,-,US,2,E21B43/26 | E21B19/00,16,8,1,9,0,3,165,0,1,3,151,1,2,未缴年费 | 权利转移,发明申请
US8439116B2,2009/9/24,2013/5/14,US | US,US | US,3,E21B43/26,32,39,149,32,51,36,489,12,15,36,172,1,13,授权,授权发明
US20170016296A1,2015/3/27,2017/1/19,NO,NO,2,E21B28/00 | E21B7/24 | E21B43/26 | E21B43/00 | E21B41/00,9,5,3,2,0,4,2,2,2,4,2,1,4,撤回-视为撤回,发明申请
US20160186554A1,2014/5/23,2016/6/30,US,US,1,E21B47/10 | G01V9/00 | E21B47/06,20,20,1,14,0,6,22,6,8,6,22,1,6,授权,发明申请
US20150073182A1,2013/9/10,2015/3/12,-,US,1,C07C2/36 | C07C5/09,20,14,8,1,1,8,1,1,1,8,1,1,8,撤回-视为撤回,发明申请
US8631872B2,2010/1/12,2014/1/21,-,US,1,E21B43/26,21,52,150,20,53,36,489,5,5,36,55,1,1,授权,授权发明
US9644474B2,2015/4/7,2017/5/9,KR,KR,4,G01C21/12 | E21B47/09,10,12,6,0,0,3,13,0,0,3,13,1,3,授权,授权发明
US20110017458A1,2009/9/24,2011/1/27,US | US,US | US,3,E21B43/26,31,36,99,95,0,36,489,62,73,36,172,1,13,授权,发明申请
US20160368783A1,2015/6/22,2016/12/22,-,US,3,C02F1/04 | B01D3/14 | B01D45/00 | B01D3/00 | B01D9/00 | B01D21/26,30,29,8,21,3,5,36,10,14,5,36,1,5,未缴年费,发明申请
US20140058118A1,2013/7/25,2014/2/27,US,US,3,C07C7/12,20,9,3,0,2,3,5,0,0,2,5,1,2,授权,发明申请
US20140318794A1,2014/3/18,2014/10/30,US,US,2,C09K8/68 | E21B43/40,19,13,7,2,0,6,7,1,1,6,7,1,6,未缴年费,发明申请
US2375797A,1942/3/27,1945/5/15,-,US,1,C09C1/50 | C09C1/44,-,15,0,22,0,1,22,2,5,1,22,1,1,期限届满,授权发明
US20140058172A1,2013/8/15,2014/2/27,US,US,7,B01J3/00,26,20,5,2,0,3,2,2,2,2,2,1,2,撤回-视为撤回,发明申请
US20160186046A1,2015/12/30,2016/6/30,FR | US,FR | US,1,C09K8/62 | C09K8/80 | E21B43/34 | E21B43/26 | E21B43/267,15,10,3,3,3,12,3,3,3,11,3,1,11,授权 | 权利转移,发明申请
US5164054A,1991/10/30,1992/11/17,US,US,3,B01J19/08 | C01B31/18 | C01B31/20 | C01B3/00 | C01B3/12 | C01B31/00 | C01B3/24 | C10J3/02 | C10J3/18 | C01B32/40 | C01B32/50,10,10,1,31,0,3,98,0,1,3,31,3,1,未缴年费,授权发明
US20150169801A1,2014/11/7,2015/6/18,US,US,2,G06F17/50 | G01V99/00,20,17,16,2,0,2,2,2,2,1,2,1,1,授权,发明申请
US20160215612A1,2015/10/23,2016/7/28,US,US,1,E21B47/12,46,22,12,68,0,2,72,46,62,1,72,1,1,授权,发明申请
US20160145998A1,2015/4/7,2016/5/26,KR,KR,4,E21B47/09 | G01C19/00 | G01C9/00,10,13,5,13,0,3,13,11,12,3,13,1,3,授权,发明申请
US5198084A,1989/7/17,1993/3/30,-,US,3,B01J19/08 | C01B31/18 | C01B31/20 | C01B3/00 | C01B3/12 | C01B31/00 | C01B3/24 | C10J3/02 | C10J3/18 | C01B32/40 | C01B32/50,11,10,15,38,2,3,98,1,1,3,38,1,1,未缴年费,授权发明
US20110067870A1,2010/1/12,2011/3/24,-,US,1,E21B43/11 | E21B43/26,21,49,99,42,0,36,489,25,35,36,55,1,1,授权,发明申请
US20140058177A1,2013/8/15,2014/2/27,US,US,3,C07C2/78,5,11,4,0,1,3,0,0,0,2,0,1,2,撤回-视为撤回,发明申请
US20160289545A1,2016/6/12,2016/10/6,US,US,2,C09K8/68 | C01B3/02 | C02F3/00 | E21B43/40 | C02F1/20 | C10G2/00 | E21B43/26,22,13,2,0,1,6,7,0,0,6,7,1,6,未缴年费,发明申请
US20180036672A1,2017/7/19,2018/2/8,US,US,4,B01D53/04 | B01D53/047,37,17,16,5,1,3,6,5,5,3,6,1,3,授权,发明申请
US9896619B2,2015/12/8,2018/2/20,-,US,3,E21B43/26 | E21B43/267 | C09K8/68 | C09K8/80,22,18,13,9,3,1,26,3,7,1,26,1,1,授权,授权发明
US9909403B2,2013/9/20,2018/3/6,-,US,2,E21B43/26 | C09K8/60 | C09K8/68 | C09K8/80 | E21B43/267,17,12,11,0,2,7,27,0,0,6,27,1,6,授权,授权发明
US20180120215A1,2017/10/31,2018/5/3,KR,KR,4,G01N15/08 | H01J37/26,10,15,6,10,0,3,19,10,10,3,19,1,3,授权,发明申请
US9994763B2,2016/6/12,2018/6/12,US,US,2,C09K8/66 | E21B43/26 | C10G2/00 | C09K8/68 | C02F1/20 | C01B3/02 | C02F3/00 | E21B43/40 | C02F103/10,15,12,18,0,8,6,7,0,0,6,7,1,6,未缴年费,授权发明
US10017754B2,2013/3/12,2018/7/10,US | US,US | US,3,C12N9/42 | C12N9/24 | C09K8/52 | C09K8/68 | C11D3/386 | C12N9/26,14,48,36,2,33,38,36,2,2,35,19,1,20,授权,授权发明
US20180207554A1,2016/8/23,2018/7/26,US,US,2,B01D21/26 | E21B21/06,17,21,0,4,0,4,4,3,3,4,4,1,4,授权,发明申请
US20180222813A1,2017/12/11,2018/8/9,US,US,2,C07C1/24,17,26,3,1,0,3,2,1,1,2,2,1,2,授权 | 许可,发明申请
US20180238774A1,2018/2/1,2018/8/23,US,US,7,G01N1/08 | G01N3/08,18,14,3,18,0,10,33,12,18,9,33,1,9,授权,发明申请
US10060261B2,2015/4/19,2018/8/28,-,US,2,F01C1/12 | F02B53/12 | F02B53/10 | F02M26/41 | F01C21/08,8,22,14,0,1,3,2,0,0,3,2,2,3,授权,授权发明
US10072486B2,2017/5/10,2018/9/11,US,US,3,E21B43/00 | E21B33/03 | E21B33/12 | F04D13/10 | F04D1/06 | E21B17/20 | E21B43/12 | E21B17/00,10,34,15,3,2,10,10,1,1,10,10,1,10,授权 | 权利转移,授权发明
US20180312744A1,2017/12/7,2018/11/1,WO | US | US,WO | US | US,7,C09K8/68 | C12P19/04 | C12N9/42 | C12P19/14,65,54,1,0,0,38,36,0,0,35,20,1,15,撤回-视为撤回,发明申请
US20180327651A1,2017/5/9,2018/11/15,-,US,5,C09K8/584 | C09K8/592 | C09K8/60 | C09K8/04 | C09K8/18,20,36,0,13,0,2,20,9,13,2,20,1,2,授权,发明申请
US10132159B2,2014/5/23,2018/11/20,US,US,1,E21B47/06 | E21B47/10 | G01V9/00 | E21B41/00 | E21B47/12,17,20,11,7,2,6,22,3,3,6,22,1,6,授权,授权发明
US20180340403A1,2018/8/3,2018/11/29,US,US,3,E21B43/12 | E21B17/02 | E21B17/20 | E21B33/03 | F04D1/06 | E21B33/12 | F04D13/10,6,34,0,0,0,10,10,0,0,10,10,1,10,授权 | 权利转移,发明申请
US10144864B1,2017/5/9,2018/12/4,-,US,5,E21B43/16 | C09K8/592 | C09K8/584 | C09K8/60 | C09K8/04 | C09K8/18,19,36,2,4,43,2,20,1,2,2,20,1,2,授权,授权发明
US20180355146A1,2016/12/21,2018/12/13,JP,JP,6,C08K5/09,3,10,2,0,0,6,9,0,0,6,9,1,6,授权 | 权利转移,发明申请
US20190003295A1,2016/11/10,2019/1/3,US | US,US | US,2,E21B43/30 | E21B43/26 | E21B47/12,11,8,4,10,0,4,19,7,9,2,19,1,2,授权,发明申请
US20190002857A1,2018/7/6,2019/1/3,WO | US | US,WO | US | US,3,C12N9/42 | C09K8/68 | C12N9/26 | C11D3/386 | C09K8/52,1,47,1,0,0,38,36,0,0,35,19,1,20,撤回-视为撤回 | 权利转移,发明申请
US20190027771A1,2016/12/19,2019/1/24,AU,AU,4,H01M8/22 | H01M8/18 | B01D53/14 | B01D53/40 | B01D53/62 | B01D53/78 | B01D53/96 | C25B9/19 | H01M10/36 | H01M10/38,38,20,3,1,0,8,13,0,1,7,13,1,7,撤回-视为撤回,发明申请
US10190034B2,2014/9/30,2019/1/29,-,US,4,C09K8/524 | C09K8/035 | C09K8/528 | C09K8/86 | C09K8/72 | C09K8/56,12,11,13,1,5,6,9,1,1,6,9,1,6,授权,授权发明
US10197491B2,2017/10/31,2019/2/5,KR,KR,4,G01N15/08 | H01J37/26,11,15,17,0,1,3,19,0,0,3,19,1,3,授权,授权发明
US10202286B2,2015/6/22,2019/2/12,-,US,3,C02F1/04 | B01D9/00 | B01D5/00 | B01D21/26 | C02F101/10 | C02F101/32 | C02F103/10,13,28,46,3,3,5,36,3,3,5,36,1,5,未缴年费,授权发明
US20190049361A1,2018/8/2,2019/2/14,US,US,4,G01N17/00 | E21B47/00 | G01N19/00 | G01V9/00,20,17,3,1,0,5,3,1,1,4,3,1,4,撤回-视为撤回,发明申请
US20190062618A1,2018/10/25,2019/2/28,-,US,5,C09K8/584 | C09K8/592 | C09K8/18 | C09K8/04 | C09K8/60,20,36,1,3,0,2,20,3,3,2,20,1,2,授权,发明申请
US10253247B2,2015/12/30,2019/4/9,US,US,1,E21B43/26 | C09K8/68 | C09K8/80 | E21B43/267 | C09K8/64 | C09K8/62,19,9,15,0,7,12,3,0,0,11,3,1,11,授权 | 权利转移,授权发明
US20190119130A1,2018/12/20,2019/4/25,-,US,3,C02F1/04 | B01D9/00 | B01D5/00,20,28,7,10,0,5,36,10,10,5,36,1,5,授权,发明申请
US20190119585A1,2018/10/24,2019/4/25,FR,FR,3,C10G65/12 | C10G45/38 | C10G45/52 | C10G45/54,14,13,2,0,0,5,0,0,0,5,0,1,5,授权,发明申请
US20190144275A1,2017/3/15,2019/5/16,CN | CN | CN | CN,CN | CN | CN | CN,6,C01B3/40 | B01J23/755 | B01J21/04 | B01J23/83 | B01J23/89 | B01J23/75 | B01J23/78 | B01J23/745 | B01J37/02 | B01J37/08 | B01J37/18 | B01J37/34 | B01J35/10 | B01J35/00,21,26,0,3,0,6,21,3,3,6,3,1,3,授权,发明申请
US10344224B2,2015/12/11,2019/7/9,US,US,2,C10G50/00 | B01J29/40 | B01J35/00 | B01J35/02 | B01J35/10 | C07C2/02 | C07C2/06 | C07C2/12 | C07C2/00 | C07C2/08 | C07C2/04,5,13,2,0,1,2,4,0,0,1,4,1,1,授权,授权发明
US20190219432A1,2016/6/12,2019/7/18,CN,CN,5,G01F1/74 | G01F1/88,6,12,8,2,0,3,3,0,0,3,3,1,3,授权,发明申请
US10408033B2,2016/11/10,2019/9/10,US | US,US | US,2,E21B43/30 | E21B43/26 | E21B47/12 | E21B43/16,11,9,9,2,2,4,19,0,0,2,19,1,2,授权,授权发明
US10408047B2,2015/10/23,2019/9/10,US,US,1,E21B47/12 | E21B47/01 | E21B47/16,40,25,334,6,27,2,72,3,4,1,72,1,1,授权,授权发明
US10417354B2,2014/11/7,2019/9/17,US,US,2,G06F17/50 | G01V99/00,20,18,21,0,8,2,2,0,0,1,2,1,1,授权,授权发明
US10428630B2,2018/8/3,2019/10/1,US,US,3,E21B43/12 | E21B17/02 | E21B33/03 | E21B17/20,6,34,15,2,2,10,10,2,2,10,10,1,10,授权 | 权利转移,授权发明
US10449479B2,2017/7/19,2019/10/22,US,US,4,B01D53/04 | B01D53/047,36,19,118,0,11,3,6,0,0,3,6,1,3,授权,授权发明
US10458224B2,2015/2/2,2019/10/29,US,US,10,E21B47/00 | G01N29/24 | E21B47/12 | G01V1/50 | E21B43/12 | E21B47/06 | G01V1/40,52,24,41,15,2,4,36,8,8,4,36,1,4,授权,授权发明
US20190353019A1,2017/12/19,2019/11/21,US,US,1,E21B43/267 | E21B33/138 | C09K8/66 | C09K8/46 | C09K8/80 | C09K8/72 | C04B28/02,10,17,3,0,0,5,0,0,0,5,0,1,5,撤回-视为撤回,发明申请
US20190352206A1,2018/1/10,2019/11/21,US,US,4,C02F9/00,17,11,0,6,0,7,15,2,6,7,15,1,7,授权,发明申请
US20190367385A1,2019/8/7,2019/12/5,WO | WO | US | US,WO | WO | US | US,1,C02F1/44 | B01D61/08 | B01D63/08 | B01D65/02,20,49,0,8,0,14,45,7,7,12,8,1,1,授权,发明申请
US20200017380A1,2018/2/8,2020/1/16,NO,NO,1,C02F1/56 | B01D17/04 | C02F1/24 | C02F1/28 | C02F1/38 | C02F1/40 | C02F9/00 | C10G33/04,5,5,0,0,0,13,3,0,0,13,3,1,13,授权,发明申请
US20200025315A1,2018/3/2,2020/1/23,JP,JP,5,F16L15/06 | F16L15/04,15,23,0,5,0,23,24,5,5,22,24,1,22,授权,发明申请
US20200122127A1,2019/10/18,2020/4/23,KR,KR,2,B01J23/83 | C07C5/41 | B01J37/03 | B01J37/08 | B01J23/00,18,18,4,4,3,2,5,2,2,2,5,1,2,撤回-视为撤回,发明申请
US10647625B2,2017/12/11,2020/5/12,US,US,2,C07C1/24 | C07C1/20,12,27,7,1,29,3,2,1,1,2,2,1,2,授权 | 许可,授权发明
US20200200003A1,2019/11/11,2020/6/25,US,US,2,E21B47/14 | E21B47/10 | E21B43/267,17,21,0,2,0,3,3,1,1,3,3,1,3,授权,发明申请
US10711206B2,2018/10/24,2020/7/14,FR,FR,3,C10G49/24 | C10L1/08 | C10G2/00 | C10G45/54 | C10G45/52 | C10G45/38 | C10G65/12 | B01J23/883 | C10G45/08 | C10G47/18 | B01J23/42 | C10G45/64 | C10G45/62 | B01J37/18 | B01J21/12,14,13,5,0,3,5,0,0,0,5,0,1,5,授权,授权发明
US20200278056A1,2018/11/6,2020/9/3,JP,JP,2,F16L15/00,2,16,0,5,0,22,8,2,2,21,8,2,21,授权,发明申请
US10773986B2,2018/1/10,2020/9/15,US,US,4,C02F1/00 | C02F3/30 | C02F5/02 | C02F1/04 | C02F1/20 | C02F1/56 | C02F1/66 | C02F1/72 | C02F9/00 | C02F1/52 | C02F1/40 | C02F1/32 | C02F101/00 | C02F101/16 | C02F101/20 | C02F101/32 | C02F103/10,17,11,6,3,0,7,15,2,2,7,15,1,7,授权,授权发明
US10781111B2,2018/12/20,2020/9/22,-,US,3,C02F1/04 | B01D9/00 | B01D5/00 | B01D21/26 | C02F101/10 | C02F101/32 | C02F103/10,20,29,52,1,3,5,36,0,0,5,36,1,5,授权,授权发明
US10816440B2,2018/2/1,2020/10/27,US,US,7,G01N1/08 | G01N33/24 | G01N3/08 | E21B49/00 | G06F30/20 | G01N3/00 | G01V99/00,11,14,4,9,2,10,33,0,0,9,33,1,9,授权,授权发明
US20200370414A1,2020/4/30,2020/11/26,US,US,3,E21B47/008 | G01V1/28 | G01V1/40,20,17,4,2,2,2,2,2,2,1,2,1,1,授权,发明申请
US20200370156A1,2020/5/13,2020/11/26,CN,CN,8,C22F1/06 | C22C23/00 | B22D7/00,10,11,9,9,5,2,14,9,9,2,14,1,2,授权 | 权利转移,发明申请
US20200377381A1,2020/8/19,2020/12/3,-,US,3,C02F1/04 | B01D9/00 | B01D5/00,20,28,0,0,0,5,36,0,0,5,36,1,5,撤回-视为撤回,发明申请
US10858498B2,2016/12/21,2020/12/8,JP,JP,6,C08K5/09 | C08K5/098 | C08L29/04 | B29B9/12 | B29B9/06,1,10,19,0,6,6,9,0,0,6,9,1,6,授权 | 权利转移,授权发明
US20200386080A1,2019/6/6,2020/12/10,-,US,3,E21B41/00 | E21B43/26 | G06F17/50,31,21,5,3,3,3,3,0,0,3,3,1,3,撤回-视为撤回 | 权利转移,发明申请
US10889513B2,2018/2/8,2021/1/12,NO,NO,1,B01D17/04 | C02F1/00 | C02F1/40 | C02F101/32 | C02F9/00 | C10G33/04 | C02F1/24 | C02F1/28 | C02F1/38 | C02F1/56,3,5,8,0,4,13,3,0,0,13,3,1,13,授权,授权发明
US10914622B2,2016/6/12,2021/2/9,CN,CN,5,G01F1/74 | G01N23/12 | G01F1/88,4,12,10,0,0,3,3,0,0,3,3,1,3,授权,授权发明
